date,invoice number,value,haircut percent,Daily fee percent,currency,Revenue source,customer,Expected payment duration
2021-08-09,3315,1376.340311,10,0.125,USD,AlexUndeR,Genie Adventures,65
2021-11-08,3330,3961.270166,10,0.125,USD,AlexUndeR,Genie Adventures,65
2022-10-23,6225,9117.108,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-23,6225,9117.108,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-23,6225,9117.108,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-23,6225,9117.108,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-23,6225,9117.108,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-23,6225,9117.108,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-23,6225,9117.108,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-20,6203,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-20,6203,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-20,6203,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-20,6203,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-20,6203,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-20,6203,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-20,6203,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-11-01,3329,4363.671353,10,0.125,USD,AlexUndeR,Genie Adventures,65
2022-02-06,6100,17719.2,10,0.052,USD,SuperAmazing,Genie Adventures,65
2023-07-17,6794,3654.391725,99.5,0.125,USD,automatic,Genie Adventures,65
2021-12-01,3334,2685.933612,10,0.125,USD,AlexUndeR,Genie Adventures,65
2021-12-01,2164,12482.91,10,0.125,USD,Playwear,Genie Adventures,60
2022-01-01,3640,28011.6,10,0.126,USD,SkyLTD,Genie Adventures,60
2023-06-05,3703,3432.164015,99.5,0.125,USD,automatic,Genie Adventures,65
2023-01-15,6149,20203.2,10,0.052,USD,SuperAmazing,Genie Adventures,65
2022-01-23,6186,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-23,6186,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-23,6186,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-23,6186,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-23,6186,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-23,6186,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-23,6186,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-25,6195,9199.9908,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-25,6195,9199.9908,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-25,6195,9199.9908,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-25,6195,9199.9908,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-25,6195,9199.9908,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-25,6195,9199.9908,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-25,6195,9199.9908,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-19,3714,4354.129221,99.5,0.125,USD,automatic,Genie Adventures,65
2023-02-27,6889,2280.492,10,0.7,USD,TnT Mobility ,Genie Adventures,60
2023-09-04,7084,487.44,10,0.07,USD, May Jewelers ,Genie Adventures,60
2021-09-13,3566,50418.22054,10,0.125,USD,SuperAmazing,Genie Adventures,60
2022-03-28,194,901.148575,99,0.125,USD,automatic,Genie Adventures,65
2023-10-09,7062,4.68,10,0.125,USD,Happy Playcrows,Genie Adventures,65
2023-07-17,6850,0.675,10,0.7,USD,Sam's bulb,Genie Adventures,60
2023-08-01,7121,5000,10,0.07,USD,TnT Mobility,Genie Adventures,60
2021-12-26,6270,33095.5625,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2021-11-01,3642,20765.59,10,0.126,USD,SkyLTD,Genie Adventures,60
2022-09-18,6220,8951.3424,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-18,6220,8951.3424,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-18,6220,8951.3424,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-18,6220,8951.3424,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-18,6220,8951.3424,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-18,6220,8951.3424,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-18,6220,8951.3424,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-05-01,3641,682.68,10,0.126,USD,SkyLTD,Genie Adventures,60
2022-06-20,2199,4420.92,10,0.125,USD,Playwear,Genie Adventures,60
2023-03-01,6243,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-01,6243,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-01,6243,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-01,6243,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-01,6243,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-01,6243,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-01,6243,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-05,6179,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-05,6179,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-05,6179,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-05,6179,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-05,6179,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-05,6179,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-05,6179,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-15,6198,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-15,6198,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-15,6198,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-15,6198,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-15,6198,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-15,6198,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-15,6198,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-09,6258,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-09,6258,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-09,6258,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-09,6258,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-09,6258,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-09,6258,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-09,6258,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-16,6224,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-16,6224,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-16,6224,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-16,6224,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-16,6224,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-16,6224,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-16,6224,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-10,1148,1547.889956,99,0.125,USD,automatic,Genie Adventures,65
2022-07-01,6209,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-01,6209,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-01,6209,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-01,6209,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-01,6209,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-01,6209,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-01,6209,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-11,6232,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-11,6232,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-11,6232,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-11,6232,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-11,6232,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-11,6232,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-11,6232,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-23,225,1139.287206,99,0.125,USD,automatic,Genie Adventures,65
2022-05-01,6200,9945.936,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-01,6200,9945.936,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-01,6200,9945.936,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-01,6200,9945.936,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-01,6200,9945.936,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-01,6200,9945.936,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-01,6200,9945.936,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-23,6172,18050.4,10,0.052,USD,SuperAmazing,Genie Adventures,65
2023-04-01,3538,1074.02945,99.5,0.125,USD,automatic,Genie Adventures,65
2022-12-18,6233,10194.5844,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-18,6233,10194.5844,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-18,6233,10194.5844,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-18,6233,10194.5844,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-18,6233,10194.5844,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-18,6233,10194.5844,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-12-18,6233,10194.5844,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-04,6192,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-04,6192,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-04,6192,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-04,6192,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-04,6192,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-04,6192,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-04,6192,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-16,6259,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-16,6259,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-16,6259,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-16,6259,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-16,6259,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-16,6259,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-06-16,6259,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-11-21,6941,2520,10,0.07,USD,TnT Internet ,Genie Adventures,60
2021-09-20,3322,3643.649725,10,0.125,USD,AlexUndeR,Genie Adventures,65
2021-06-28,3307,732.235595,10,0.125,USD,AlexUndeR,Genie Adventures,65
2022-12-11,6760,2532.53,10,0.06,USD,OpenX,Genie Adventures,2
2022-09-12,3127,4924.404,10,0.125,USD,Happy Playcrows,Genie Adventures,65
2022-05-02,3105,1499.1,10,0.125,USD,Happy Playcrows,Genie Adventures,65
2023-08-07,6851,7.5,10,0.7,USD,Sam's bulb,Genie Adventures,60
2023-08-14,6852,2.657,10,0.7,USD,Sam's bulb,Genie Adventures,60
2022-01-24,3089,3195.162,10,0.125,USD,Happy Playcrows,Genie Adventures,65
2023-01-15,6765,2440.438,10,0.06,USD,OpenX,Genie Adventures,2
2023-08-21,7122,205740,10,0.07,USD,TnT Mobility,Genie Adventures,60
2022-01-23,6098,19209.6,10,0.052,USD,SuperAmazing,Genie Adventures,65
2021-07-19,2484,1117.47,99.5,0.125,USD,automatic,Genie Adventures,65
2021-03-15,2480,1506.18,99.5,0.125,USD,automatic,Genie Adventures,65
2022-07-21,6124,16725.6,10,0.052,USD,SuperAmazing,Genie Adventures,65
2021-11-01,6262,28778.75,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2021-06-01,3644,1171.87,10,0.126,USD,SkyLTD,Genie Adventures,60
2022-04-08,6197,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-08,6197,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-08,6197,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-08,6197,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-08,6197,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-08,6197,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-08,6197,8785.5768,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-21,6212,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-21,6212,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-21,6212,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-21,6212,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-21,6212,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-21,6212,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-21,6212,8702.694,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-11,6105,19375.2,10,0.052,USD,SuperAmazing,Genie Adventures,65
2022-02-13,6189,10028.8188,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-13,6189,10028.8188,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-13,6189,10028.8188,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-13,6189,10028.8188,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-13,6189,10028.8188,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-13,6189,10028.8188,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-13,6189,10028.8188,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-26,6168,19209.6,10,0.052,USD,SuperAmazing,Genie Adventures,65
2023-04-21,6251,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-21,6251,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-21,6251,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-21,6251,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-21,6251,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-21,6251,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-21,6251,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-09,6223,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-09,6223,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-09,6223,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-09,6223,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-09,6223,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-09,6223,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-10-09,6223,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-01,6204,9697.2876,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-01,6204,9697.2876,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-01,6204,9697.2876,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-01,6204,9697.2876,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-01,6204,9697.2876,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-01,6204,9697.2876,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-01,6204,9697.2876,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-03-18,6282,33095.5625,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2022-09-11,6131,20368.8,10,0.052,USD,SuperAmazing,Genie Adventures,65
2023-02-06,2291,8396.843813,99.5,0.125,USD,automatic,Genie Adventures,65
2022-06-03,6205,10360.35,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-03,6205,10360.35,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-03,6205,10360.35,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-03,6205,10360.35,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-03,6205,10360.35,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-03,6205,10360.35,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-06-03,6205,10360.35,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-05,6165,17388,10,0.052,USD,SuperAmazing,Genie Adventures,65
2023-08-21,6810,3308.93528,99.5,0.125,USD,automatic,Genie Adventures,65
2023-01-08,6236,8868.4596,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-08,6236,8868.4596,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-08,6236,8868.4596,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-08,6236,8868.4596,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-08,6236,8868.4596,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-08,6236,8868.4596,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-08,6236,8868.4596,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-01,200,247.660044,99,0.125,USD,automatic,Genie Adventures,65
2021-08-23,3317,1962.52664,10,0.125,USD,AlexUndeR,Genie Adventures,65
2021-06-21,3306,1502.941708,10,0.125,USD,AlexUndeR,Genie Adventures,65
2022-09-26,7008,9840.37,10,0.07,GBP,Little cup,Genie Adventures,60
2022-09-26,7008,9840.37,10,0.07,GBP,Little cup,Genie Adventures,60
2022-09-26,7008,9840.37,10,0.07,GBP,Little cup,Genie Adventures,60
2022-09-26,7008,9840.37,10,0.07,GBP,Little cup,Genie Adventures,60
2022-09-26,7008,9840.37,10,0.07,GBP,Little cup,Genie Adventures,60
2022-09-26,7008,9840.37,10,0.07,GBP,Little cup,Genie Adventures,60
2022-09-26,7008,9840.37,10,0.07,GBP,Little cup,Genie Adventures,60
2023-08-28,6854,1.528,10,0.7,USD,Sam's bulb,Genie Adventures,60
2023-01-22,6238,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-22,6238,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-22,6238,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-22,6238,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-22,6238,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-22,6238,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-22,6238,8619.8112,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-07-01,4425,702.506912,99.5,0.125,USD,automatic,Genie Adventures,65
2022-11-21,3467,12070.9872,10,0.125,USD,SuperAmazing,Genie Adventures,60
2023-10-16,7123,6080,10,0.07,USD,TnT Mobility,Genie Adventures,60
2022-08-01,1132,33.33,10,0.125,USD,Apple,Genie Adventures,45
2021-07-01,3647,520.9,10,0.126,USD,SkyLTD,Genie Adventures,60
2022-01-16,6097,17719.2,10,0.052,USD,SuperAmazing,Genie Adventures,65
2022-05-06,6289,32232.2,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2022-01-24,3343,3984.757488,10,0.125,USD,AlexUndeR,Genie Adventures,65
2022-08-07,6214,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-08-07,6214,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-08-07,6214,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-08-07,6214,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-08-07,6214,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-08-07,6214,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-08-07,6214,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2020-11-01,3646,84244.03,10,0.126,USD,SkyLTD,Genie Adventures,60
2022-07-01,3648,48470.4,10,0.126,USD,SkyLTD,Genie Adventures,60
2021-12-01,3645,36126,10,0.126,USD,SkyLTD,Genie Adventures,60
2023-07-24,6797,4886.0154,10,0.125,USD,SuperAmazing,Genie Adventures,60
2022-02-01,6627,25279.254,10,0.05,EUR,Overdrone,Genie Adventures,2
2023-03-10,6245,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-10,6245,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-10,6245,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-10,6245,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-10,6245,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-10,6245,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-10,6245,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-27,3537,1851.213564,99.5,0.125,USD,automatic,Genie Adventures,65
2023-01-01,6235,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-01,6235,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-01,6235,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-01,6235,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-01,6235,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-01,6235,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-01-01,6235,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-02-01,6239,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-02-01,6239,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-02-01,6239,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-02-01,6239,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-02-01,6239,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-02-01,6239,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-02-01,6239,8454.0456,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-12,6254,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-12,6254,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-12,6254,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-12,6254,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-12,6254,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-12,6254,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-12,6254,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-05-16,203,859.29573,99,0.125,USD,automatic,Genie Adventures,65
2021-12-26,6182,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-26,6182,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-26,6182,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-26,6182,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-26,6182,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-26,6182,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-12-26,6182,9282.8736,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-26,6256,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-26,6256,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-26,6256,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-26,6256,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-26,6256,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-26,6256,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-05-26,6256,9614.4048,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-14,6211,8536.9284,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-14,6211,8536.9284,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-14,6211,8536.9284,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-14,6211,8536.9284,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-14,6211,8536.9284,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-14,6211,8536.9284,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-14,6211,8536.9284,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-17,6246,9863.0532,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-17,6246,9863.0532,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-17,6246,9863.0532,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-17,6246,9863.0532,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-17,6246,9863.0532,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-17,6246,9863.0532,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-03-17,6246,9863.0532,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-01,6217,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-01,6217,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-01,6217,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-01,6217,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-01,6217,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-01,6217,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-01,6217,9034.2252,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2021-10-25,3328,3973.093029,10,0.125,USD,AlexUndeR,Genie Adventures,65
2023-03-01,6155,17884.8,10,0.052,USD,SuperAmazing,Genie Adventures,65
